Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
LICT,17900,13-11-2023,15:46 EST,0,18100,17900,17900,10,20231114,17900,1,0,,,
FINN,12082.5,13-11-2023,12:50 EST,0,12082.5,12082.5,12082.5,1,20231114,12082.5,1,0,,,
LDSVF,12063.675,14-11-2023,12:06 EST,157.14453,12123.96,12123.96,12050,3,20231114,12063.675,1,0,,,
NVR,6328.89,14-11-2023,14:33 EST,298.4502,6170,6356.185,6170,13858,20231114,6328.89,1,0,,,
SWZNF,5076.37,31-10-2023,14:18 EDT,0,5076.37,5076.37,5076.37,2,20231114,5076.37,1,0,,,
SBNC,4925,08-11-2023,10:28 EST,0,5000,4925,4925,4,20231114,4925,1,0,,,
HRCR,4600,25-10-2023,10:48 EDT,0,4580,4600,4600,14,20231114,4600,1,0,,,
FMBL,4540,14-11-2023,14:00 EST,42,4498,4540,4480.01,76,20231114,4540,1,0,,,
SEB,3560,14-11-2023,14:29 EST,60.01,3513.12,3564.95,3450.05,658,20231114,3560,1,0,,,
GVDBF,3500,14-11-2023,12:31 EST,211.34009,3550,3550,3500,6,20231114,3500,1,0,,,
BKNG,3158,14-11-2023,14:24 EST,38.79004,3165.76,3181,3145.34,182931,20231114,3158,1,0,,,
CCUR,3050,04-10-2023,09:30 EDT,0,3050,3050,3050,1,20231114,3050,1,0,,,
ADKT,2700,08-08-2023,09:35 EDT,0,2700,2700,2700,3,20231114,2700,1,0,,,
AZO,2670.35,14-11-2023,14:35 EST,-36.77002,2731.92,2733.2,2670.35,122597,20231114,2670.35,1,0,,,
CNSWF,2246.5,14-11-2023,14:21 EST,3.590088,2250,2265.66,2218.76,655,20231114,2246.5,1,0,,,
CMG,2158.98,14-11-2023,14:36 EST,8.550049,2168.06,2177.07,2151.95,119146,20231114,2158.98,1,0,,,
HESAF,2084.8,14-11-2023,11:47 EST,104.30005,2006,2092.3,2006,30,20231114,2084.8,1,0,,,
CIBY,1850,07-11-2023,11:08 EST,0,1850,1850,1850,1,20231114,1850,1,0,,,
TPL,1721.58,14-11-2023,13:37 EST,60.21,1682.31,1731.97,1646.13,10781,20231114,1721.58,1,0,,,
BYCBF,1562.4,06-11-2023,13:11 EST,0,0,1562.4,1562.4,51,20231114,1562.4,1,0,,,
AMKBF,1500,14-11-2023,12:37 EST,123,1521,1521,1479.1,11,20231114,1500,1,0,,,
WTM,1500,14-11-2023,12:36 EST,-0.0699463,1501.43,1513.43,1489,10537,20231114,1500,1,0,,,
AMKAF,1445,14-11-2023,09:39 EST,8,1437.16,1445,1437.16,22,20231114,1445,1,0,,,
FCNCA,1431.37,14-11-2023,14:31 EST,23.96997,1430,1464.525,1426.93,43152,20231114,1431.37,1,0,,,
MELI,1427.95,14-11-2023,14:32 EST,49.659912,1423.22,1466.56,1419.27,339052,20231114,1427.95,1,0,,,
MKL,1381.12,14-11-2023,14:35 EST,27.329956,1357.65,1385.15,1357.65,22124,20231114,1381.12,1,0,,,
NTBP,1349.97,16-10-2023,15:22 EDT,0,1349.97,1349.97,1349.97,1,20231114,1349.97,1,0,,,
MNPP,1320,10-11-2023,15:49 EST,0,1320,1320,1320,1,20231114,1320,1,0,,,
FCNCB,1283.55,14-11-2023,13:00 EST,97.80005,1244.73,1283.55,1244.73,5,20231114,1283.55,1,0,,,
QUCT,1250,13-11-2023,09:57 EST,0,1250,1250,1250,2,20231114,1250,1,0,,,
ATCD,1235,13-10-2023,13:19 EDT,0,1235,1235,1235,2,20231114,1235,1,0,,,
PGPHF,1200,14-11-2023,09:53 EST,38.099976,1200,1200,1200,2,20231114,1200,1,0,,,
ADYYF,1139.6718,14-11-2023,13:38 EST,84.17175,1106.93,1139.6718,1106.93,122,20231114,1139.6718,1,0,,,
FBOHF,1075,10-11-2023,10:43 EST,0,1075,1075,1075,5,20231114,1075,1,0,,,
MTD,1042.16,14-11-2023,14:36 EST,22.920044,1046.1,1049.99,1029.01,182541,20231114,1042.16,1,0,,,
FICO,1027.895,14-11-2023,14:35 EST,15.625,1021.46,1027.895,1006.71,132268,20231114,1027.895,1,0,,,
TDG,1005,14-11-2023,14:36 EST,11.849976,1004.14,1013.08,994.93,154150,20231114,1005,1,0,,,
ORLY,982.425,14-11-2023,14:36 EST,-13.494995,1001,1005.96,980.18,286629,20231114,982.425,1,0,,,
AVGO,972.91,14-11-2023,14:36 EST,25.97998,962.34,973.33,955.2521,1236325,20231114,972.91,1,0,,,
FMCB,942.01,14-11-2023,09:30 EST,0.010009766,942.01,942.01,942.01,15,20231114,942.01,1,0,,,
FRFHF,908.47,14-11-2023,14:21 EST,11.059998,908,919,895.5,17827,20231114,908.47,1,0,,,
GWW,806.2,14-11-2023,14:34 EST,16.54004,792.48,806.29,792.51,159716,20231114,806.2,1,0,,,
REGN,794.48,14-11-2023,14:36 EST,-2.2200317,805,805.6,794.33,220988,20231114,794.48,1,0,,,
LVMHF,771.01,14-11-2023,14:20 EST,31.01001,752.6,773,752.6,3053,20231114,771.01,1,0,,,
CHDRF,712.67,13-11-2023,15:44 EST,0,712.669,712.67,712.67,4,20231114,712.67,1,0,,,
ELFIF,706.395,13-11-2023,15:44 EST,0,706.28,706.395,706.395,456,20231114,706.395,1,0,,,
BLK,697.43,14-11-2023,14:35 EST,35.97998,673,699.07,673.1,596526,20231114,697.43,1,0,,,
LRCX,691.6,14-11-2023,14:36 EST,18.169983,691,693.56,683.91,490919,20231114,691.6,1,0,,,
COKE,690,14-11-2023,14:32 EST,9.640015,685,700,682.2275,21823,20231114,690,1,0,,,
CBCY,687.5,09-11-2023,09:36 EST,0,685,687.5,687.5,2,20231114,687.5,1,0,,,
RTLLF,677.85,14-11-2023,09:32 EST,57.849976,677.85,677.85,677.85,1,20231114,677.85,1,0,,,
ASMLF,677.25,14-11-2023,13:39 EST,27.789978,677.55,678.49,665.25,107,20231114,677.25,1,0,,,
NOW,653.84,14-11-2023,14:36 EST,15.430054,647.48,656.84,647.48,771331,20231114,653.84,1,0,,,
EMSHF,652,13-11-2023,13:41 EST,0,652,652,652,2,20231114,652,1,0,,,
CBCYB,647,14-11-2023,10:59 EST,17,630,647,630,89,20231114,647,1,0,,,
BWEL,640,14-11-2023,12:10 EST,-6,641,641,640,10,20231114,640,1,0,,,
DECK,629.86,14-11-2023,14:36 EST,1.4400024,630.92,634.96,626.8,195354,20231114,629.86,1,0,,,
GHC,626.08,14-11-2023,13:50 EST,10.34,632.46,627.245,625.128,5018,20231114,626.08,1,0,,,
SWSDF,613.01,14-11-2023,13:24 EST,-21.98999,613.01,613.01,613.01,11,20231114,613.01,1,0,,,
LLY,612.99,14-11-2023,14:35 EST,1.4099731,608.22,616.04,602.67,2726144,20231114,612.99,1,0,,,
ADBE,604.025,14-11-2023,14:36 EST,13.684998,601.56,613.705,599.04,1768007,20231114,604.025,1,0,,,
CAOX,601,22-08-2023,10:23 EDT,0,601,601,601,3,20231114,601,1,0,,,
COST,589.9673,14-11-2023,14:36 EST,11.737305,581.74,590.9,581.21,1116621,20231114,589.9673,1,0,,,
CHE,587.6,14-11-2023,14:36 EST,4.659973,585.37,589.8542,584.4,36775,20231114,587.6,1,0,,,
WRLC,572,14-11-2023,10:05 EST,16.98999,572,572,572,1,20231114,572,1,0,,,
SWZCF,563.83,14-11-2023,13:24 EST,-6.01001,563.83,563.83,563.83,18,20231114,563.83,1,0,,,
CABO,557.38,14-11-2023,14:31 EST,34.63,533.53,563,530.435,91666,20231114,557.38,1,0,,,
INTU,554.9725,14-11-2023,14:36 EST,22.79248,541.4,557.99,541.4,1087941,20231114,554.9725,1,0,,,
CTAS,546.67,14-11-2023,14:36 EST,11.75,543.83,546.67,540.26,154413,20231114,546.67,1,0,,,
KLAC,543.53,14-11-2023,14:36 EST,16.730042,540.79,544.88,534.27,438654,20231114,543.53,1,0,,,
UNH,540.52,14-11-2023,14:36 EST,-2.0499878,539.03,542.675,536.51,1449969,20231114,540.52,1,0,,,
SNPS,538.4642,14-11-2023,14:35 EST,15.5841675,531.33,538.52,525.23,413310,20231114,538.4642,1,0,,,
MPWR,534.19,14-11-2023,14:36 EST,27.070007,523.64,538.25,523.64,343193,20231114,534.19,1,0,,,
ROP,524.205,14-11-2023,14:32 EST,7.205017,518.71,524.25,516.5,307680,20231114,524.205,1,0,,,
AZLCZ,520,09-11-2023,13:10 EST,0,520,520,520,100,20231114,520,1,0,,,
MSCI,519.62,14-11-2023,14:36 EST,15.829987,512.45,520.93,512.425,182378,20231114,519.62,1,0,,,
NEU,510.75,14-11-2023,14:27 EST,9.22,504.45,512.71,504.61,19531,20231114,510.75,1,0,,,
SMECF,509.6,14-11-2023,14:20 EST,4.439514,503.6,510.96,503.6,803,20231114,509.6,1,0,,,
HUM,501.04,14-11-2023,14:36 EST,3.8900146,490.98,505.38,490.5,515304,20231114,501.04,1,0,,,
NVDA,495.75,14-11-2023,14:36 EST,9.549988,496.8,497.63,490.4001,31894052,20231114,495.75,1,0,,,
GBERF,493.69,13-11-2023,13:40 EST,0,496.21,493.69,493.69,412,20231114,493.69,1,0,,,
ASMXF,493.045,14-11-2023,10:31 EST,38.715027,493.045,493.045,493.045,2,20231114,493.045,1,0,,,
ZFSVF,487.06,14-11-2023,11:47 EST,11.01001,484.805,487.06,482.46,1196,20231114,487.06,1,0,,,
URI,484.35,14-11-2023,14:35 EST,21.820007,477.93,487.37,476.26,451271,20231114,484.35,1,0,,,
NWLI,478.06,14-11-2023,14:29 EST,0.66000366,477.5,478.06,477.36,37838,20231114,478.06,1,0,,,
BKUT,473,25-08-2023,09:30 EDT,0,473,473,473,6,20231114,473,1,0,,,
MSTR,468,14-11-2023,14:36 EST,-36.880005,506.7,506.99,460,1134170,20231114,468,1,0,,,
NOC,465.545,14-11-2023,14:36 EST,1.1650085,463,468.605,460.69,590975,20231114,465.545,1,0,,,
MLM,463.555,14-11-2023,14:33 EST,11.695007,456.61,468.49,456.7,205347,20231114,463.555,1,0,,,
ELV,462.18,14-11-2023,14:36 EST,0.789978,459.88,465,456.42,383957,20231114,462.18,1,0,,,
TMO,459.33,14-11-2023,14:36 EST,14.179993,456.81,462.24,455.48,878089,20231114,459.33,1,0,,,
FDS,459.14,14-11-2023,14:27 EST,5.68002,457.5,463.305,456.39,87308,20231114,459.14,1,0,,,
MCK,458.5,14-11-2023,14:36 EST,-12.140015,466.6,468.48,457.1825,532379,20231114,458.5,1,0,,,
LRLCF,457.82,14-11-2023,12:17 EST,14.070007,445.45,466.5,445.45,81,20231114,457.82,1,0,,,
HUBS,456.74,14-11-2023,14:36 EST,25.00998,444.3,457.55,445.59,440172,20231114,456.74,1,0,,,
IDXX,453.15,14-11-2023,14:36 EST,20.75998,445.51,458.74,445.51,311238,20231114,453.15,1,0,,,
PPRUF,451.026,14-11-2023,11:46 EST,32.138,445.792,451.026,430.23,421,20231114,451.026,1,0,,,
NFLX,449.215,14-11-2023,14:36 EST,4.595001,448.78,454.075,445.64,2345615,20231114,449.215,1,0,,,
LMT,444.195,14-11-2023,14:35 EST,-0.83499146,443,446.73,441.89,858053,20231114,444.195,1,0,,,
GDVTZ,440,25-10-2023,12:41 EDT,0,440,440,440,99,20231114,440,1,0,,,
WINA,439.79,14-11-2023,13:22 EST,10.220001,441.61,441.61,435.63,25814,20231114,439.79,1,0,,,
PH,430.32,14-11-2023,14:34 EST,10.890015,425.39,432.73,422.36,331419,20231114,430.32,1,0,,,
CACC,430.26,14-11-2023,14:35 EST,22.430023,418.3,436.2199,418,34234,20231114,430.26,1,0,,,
LULU,428.05,14-11-2023,14:36 EST,11.069977,422.66,430.4,421.69,774892,20231114,428.05,1,0,,,
AMEN,425,08-11-2023,15:50 EST,0,440,425,425,132,20231114,425,1,0,,,
TYL,422.29,14-11-2023,14:35 EST,5.9100037,422.84,423.6,419.13,119089,20231114,422.29,1,0,,,
IT,422.11,14-11-2023,14:34 EST,7.6099854,419.12,422.99,416.5,248782,20231114,422.11,1,0,,,
CHTR,416.3225,14-11-2023,14:36 EST,9.912506,416.93,420.9,415.89,400119,20231114,416.3225,1,0,,,
SAIA,412.185,14-11-2023,14:36 EST,11.044983,409.9,416.885,409.9,142335,20231114,412.185,1,0,,,
LII,408.06,14-11-2023,14:34 EST,15.100006,401.55,410.92,400.65,119672,20231114,408.06,1,0,,,
ODFL,405.845,14-11-2023,14:35 EST,14.834991,397.74,407.23,396.825,411868,20231114,405.845,1,0,,,
SPGI,404.485,14-11-2023,14:35 EST,9.674988,399.64,406.43,398.725,863829,20231114,404.485,1,0,,,
MURGF,403.391,13-11-2023,11:33 EST,0,403.391,403.391,403.391,2,20231114,403.391,1,0,,,
KYCCF,403.1,14-11-2023,14:20 EST,8.619995,405,405,392.95,2296,20231114,403.1,1,0,,,
MDB,400.55,14-11-2023,14:36 EST,22.579987,389.01,402.57,386.07,1385491,20231114,400.55,1,0,,,
LIN,399.84,10-11-2023,16:00 EST,8.85999,399.57,405.237,391.51,740194,20231114,399.84,1,0,,,
MA,399.05,14-11-2023,14:36 EST,4.6999817,397.18,401.675,397.11,1193760,20231114,399.05,1,0,,,
LZAGF,397.85,14-11-2023,11:48 EST,24.850006,398.65,398.65,379.5,345,20231114,397.85,1,0,,,
ULTA,397.76,14-11-2023,14:35 EST,7.26001,395.45,403.36,393.97,521802,20231114,397.76,1,0,,,
TDY,393.09,14-11-2023,14:36 EST,8.820007,390.16,393.88,387.22,74593,20231114,393.09,1,0,,,
WSO,390.075,14-11-2023,14:36 EST,15.315002,383.33,390.655,377.97,148549,20231114,390.075,1,0,,,
DPZ,381.99,14-11-2023,14:36 EST,7.4400024,379.52,385.2,379.4,431415,20231114,381.99,1,0,,,
DE,376.0727,14-11-2023,14:36 EST,6.312683,373.69,377.19,370.6039,1291708,20231114,376.0727,1,0,,,
TRKX,375,26-10-2023,13:34 EDT,0,375,375,375,2,20231114,375,1,0,,,
VTTGF,374.3,17-10-2023,11:38 EDT,0,374.3,374.3,374.3,1,20231114,374.3,1,0,,,
MUSA,373.755,14-11-2023,14:36 EST,2.4250183,372.25,375.44,369.665,109956,20231114,373.755,1,0,,,
KNSL,373.36,14-11-2023,14:33 EST,6.84,369.13,373.49,367.94,97106,20231114,373.36,1,0,,,
VRTX,373.31,14-11-2023,14:36 EST,-5.610016,380.82,381.59,373.015,596253,20231114,373.31,1,0,,,
MSFT,369.425,14-11-2023,14:36 EST,2.744995,371.01,371.95,367.3454,16447689,20231114,369.425,1,0,,,
MOH,363.86,14-11-2023,14:36 EST,2.7299805,360.67,367.05,360.05,106323,20231114,363.86,1,0,,,
RACE,353.45,14-11-2023,14:35 EST,12.170013,350.62,353.48,349.86,232625,20231114,353.45,1,0,,,
BKUTK,353,13-11-2023,15:56 EST,0,353,353,353,4,20231114,353,1,0,,,
MCO,351.38,14-11-2023,14:35 EST,7.869995,348.23,353.16,344.6,594022,20231114,351.38,1,0,,,
POOL,350.91,14-11-2023,14:34 EST,22.570007,340,355.79,338.5,287952,20231114,350.91,1,0,,,
WST,348.18,14-11-2023,14:34 EST,10.049988,347.15,350.83,343.2478,127460,20231114,348.18,1,0,,,
AMP,343.105,14-11-2023,14:32 EST,7.97501,340.54,346.07,338,249884,20231114,343.105,1,0,,,
SAM,343.038,14-11-2023,14:11 EST,6.31781,341.94,347.985,341.885,57127,20231114,343.038,1,0,,,
COO,341.535,14-11-2023,14:30 EST,10.964996,336.17,343.54,336.17,103296,20231114,341.535,1,0,,,
GS,340.73,14-11-2023,14:36 EST,13.820007,333.53,341.55,332.47,1629910,20231114,340.73,1,0,,,
META,336.4281,14-11-2023,14:36 EST,7.238098,334.54,338.08,333.33,12361392,20231114,336.4281,1,0,,,
AON,333.715,14-11-2023,14:36 EST,0.10501099,332.98,334.85,331.63,404537,20231114,333.715,1,0,,,
GNMSF,332.5,14-11-2023,11:46 EST,12.240112,327,332.5,320.1,211,20231114,332.5,1,0,,,
CACI,329.985,14-11-2023,14:36 EST,3.2649841,328.76,330,326.885,47268,20231114,329.985,1,0,,,
OJOC,325,03-11-2023,15:29 EDT,0,325,325,325,1,20231114,325,1,0,,,
GWOX,325,13-11-2023,15:51 EST,0,320,325,325,856,20231114,325,1,0,,,
ACN,320.5636,14-11-2023,14:36 EST,4.9335938,319.82,322.13,318.835,951436,20231114,320.5636,1,0,,,
DDS,315.13,14-11-2023,14:31 EST,16.54,309.87,323.33,310.91,75136,20231114,315.13,1,0,,,
MSI,311.84,14-11-2023,14:36 EST,2.1999817,310.22,312,307.59,243175,20231114,311.84,1,0,,,
BIO,309.42,14-11-2023,14:36 EST,5.6700134,313.35,314.82,308.1,301639,20231114,309.42,1,0,,,
ATRI,307.8996,14-11-2023,10:07 EST,-0.21038818,307.8996,313.48,307.8996,2287,20231114,307.8996,1,0,,,
HD,305.75,14-11-2023,14:36 EST,17.679993,300.89,308.2399,300.1401,5274392,20231114,305.75,1,0,,,
RNMBF,300,14-11-2023,09:31 EST,0,300,300,300,131,20231114,300,1,0,,,
HUBB,297.91,14-11-2023,14:36 EST,7.119995,294.99,300.08,294.345,275023,20231114,297.91,1,0,,,
ANSS,297.8,14-11-2023,14:36 EST,6.799988,289.97,300.31,289.93,330803,20231114,297.8,1,0,,,
DJCO,293.16,13-11-2023,16:00 EST,0,293.7,297.1,293.16,284,20231114,293.16,1,0,,,
SMCI,291.71,14-11-2023,14:36 EST,35.90999,266,292.75,264.5801,4869802,20231114,291.71,1,0,,,
CI,291.145,14-11-2023,14:36 EST,-2.975006,293.19,294.61,285.33,1737927,20231114,291.145,1,0,,,
ISRG,291.02,14-11-2023,14:36 EST,8.539978,288.37,294.12,287.98,1018354,20231114,291.02,1,0,,,
CVCO,289.18,14-11-2023,14:36 EST,29.179993,267.84,289.52,267.84,55551,20231114,289.18,1,0,,,
BLD,288.95,14-11-2023,14:35 EST,19.940002,280.96,291.77,279.74,204871,20231114,288.95,1,0,,,
GPI,288.215,14-11-2023,14:26 EST,20.465,278.5,290.83,276,64729,20231114,288.215,1,0,,,
ERIE,288.2,14-11-2023,14:24 EST,3.9700012,285.12,288.2,284.09,25357,20231114,288.2,1,0,,,
SYK,284.54,14-11-2023,14:36 EST,2.7000122,286.12,288.25,283.33,681325,20231114,284.54,1,0,,,
CSL,283.54,14-11-2023,14:36 EST,14.470001,275.36,284.185,274.02,203078,20231114,283.54,1,0,,,
MEDP,283.415,14-11-2023,14:35 EST,7.5450134,283.56,286.9999,282.025,92094,20231114,283.415,1,0,,,
RHHBF,282.84,14-11-2023,10:38 EST,-6.6600037,282.84,282.84,282.84,30,20231114,282.84,1,0,,,
NSYC,282,18-10-2023,12:52 EDT,0,279.99,282,282,45,20231114,282,1,0,,,
CASY,280.93,14-11-2023,14:36 EST,1.8099976,280,283.48,279.5401,95453,20231114,280.93,1,0,,,
LAD,280.19,14-11-2023,14:30 EST,21.58,265,281.59,265,123155,20231114,280.19,1,0,,,
KHNGF,276.63,14-11-2023,09:32 EST,10.630005,276.63,276.63,276.63,2,20231114,276.63,1,0,,,
RS,274.11,14-11-2023,14:36 EST,6.5099792,270.53,274.42,270.79,70372,20231114,274.11,1,0,,,
SNA,273.97,14-11-2023,14:34 EST,6.769989,270.28,274.74,271,102928,20231114,273.97,1,0,,,
CDNS,272.48,14-11-2023,14:36 EST,8.540009,268.49,272.73,265.855,898690,20231114,272.48,1,0,,,
MCD,270.81,14-11-2023,14:36 EST,1.6099854,270,271.345,269.35,1407768,20231114,270.81,1,0,,,
APD,270.21,14-11-2023,14:36 EST,5.1799927,267,271.615,266,1149668,20231114,270.21,1,0,,,
AMGN,269.405,14-11-2023,14:36 EST,2.7149963,269.22,272.95,268.355,942798,20231114,269.405,1,0,,,
RHHVF,269,14-11-2023,11:10 EST,5.799988,265.81,269,265.81,454,20231114,269,1,0,,,
ROK,268.525,14-11-2023,14:36 EST,7.1650085,267.5,270.69,266.17,489945,20231114,268.525,1,0,,,
MORN,268.49,14-11-2023,14:30 EST,3.0799866,269.97,270.825,266.56,90148,20231114,268.49,1,0,,,
SHW,268.09,14-11-2023,14:36 EST,14.199997,259.05,268.115,258.525,992994,20231114,268.09,1,0,,,
ICLR,266.9494,14-11-2023,14:36 EST,10.039398,262.43,267.66,260.79,194908,20231114,266.9494,1,0,,,
WTBFB,265,14-11-2023,10:34 EST,12,253.3,265,253.3,524,20231114,265,1,0,,,
NEFB,265,10-11-2023,10:19 EST,0,265.5,265,265,11,20231114,265,1,0,,,
PANW,260.15,14-11-2023,14:36 EST,4.5099945,259.52,261.67,257.69,2815617,20231114,260.15,1,0,,,
SKFOF,260,14-11-2023,12:41 EST,13.949997,263.516,266.1,255.754,295,20231114,260,1,0,,,
WAT,258.825,14-11-2023,14:36 EST,7.8450165,256.63,261.14,257.24,342147,20231114,258.825,1,0,,,
KAI,258.74,14-11-2023,14:32 EST,8.40999,255.94,258.74,254.97,35909,20231114,258.74,1,0,,,
FDX,255.4725,14-11-2023,14:36 EST,10.082504,248.95,255.895,248.425,1082454,20231114,255.4725,1,0,,,
ESGR,255,14-11-2023,13:56 EST,5.6799927,254.18,257.255,252,23818,20231114,255,1,0,,,
SONVF,253.56,13-11-2023,11:35 EST,0,250.92,253.56,253.56,5,20231114,253.56,1,0,,,
CAT,249.015,14-11-2023,14:36 EST,7.345001,246.75,249.5499,244.69,2066647,20231114,249.015,1,0,,,
GD,248.22,14-11-2023,14:36 EST,1.5700073,245.77,248.28,245.485,533195,20231114,248.22,1,0,,,
V,247.2098,14-11-2023,14:36 EST,2.539795,246.17,247.88,245.58,2618169,20231114,247.2098,1,0,,,
RH,247.1,14-11-2023,14:35 EST,18.14,241,254.245,241,720245,20231114,247.1,1,0,,,
EPAM,246.4,14-11-2023,14:36 EST,11.709991,241.46,251.51,240.07,211323,20231114,246.4,1,0,,,
AJG,245.19,14-11-2023,14:36 EST,-2.5599976,247.48,248.355,244.33,502800,20231114,245.19,1,0,,,
AMR,243.96,14-11-2023,14:33 EST,16.59,233.77,246.8,233.88,271124,20231114,243.96,1,0,,,
WTW,241.76,14-11-2023,14:36 EST,-1.7700043,242.76,243.755,240.5901,247677,20231114,241.76,1,0,,,
STZ,241.11,14-11-2023,14:36 EST,0.2599945,242.81,242.89,240.6784,421922,20231114,241.11,1,0,,,
RBC,239.64,14-11-2023,14:32 EST,5.0599976,237.99,241.64,236,109969,20231114,239.64,1,0,,,
VRSK,239.12,14-11-2023,14:36 EST,0.6100006,241.16,241.83,238.03,432534,20231114,239.12,1,0,,,
PDER,239,14-11-2023,11:12 EST,-1,240,240,239,25,20231114,239,1,0,,,
ALIZF,237.75,14-11-2023,10:23 EST,-3.5119934,238.25,238.25,237.75,114,20231114,237.75,1,0,,,
LFUS,237.63,14-11-2023,14:31 EST,11.630005,232.77,238.78,232.63,49778,20231114,237.63,1,0,,,
ITW,237.25,14-11-2023,14:36 EST,5.1399994,236,238.46,235.16,504396,20231114,237.25,1,0,,,
HCA,236.675,14-11-2023,14:36 EST,6.6849976,238.19,239.888,233.23,918950,20231114,236.675,1,0,,,
PXD,236.555,14-11-2023,14:35 EST,0.5649872,236.3,238.145,236.17,570224,20231114,236.555,1,0,,,
TSLA,235.9803,14-11-2023,14:36 EST,12.270294,235.03,236.56,230.72,118200406,20231114,235.9803,1,0,,,
HII,235.96,14-11-2023,14:34 EST,2.600006,234,236.872,233.26,118979,20231114,235.96,1,0,,,
FLT,234.25,14-11-2023,14:36 EST,5.1100006,233.6,235.04,231.06,216492,20231114,234.25,1,0,,,
BDX,233.38,14-11-2023,14:36 EST,-2.4799957,236.43,237.62,233.1,1377046,20231114,233.38,1,0,,,
WDAY,231.88,14-11-2023,14:36 EST,5.580002,231,233.24,229.05,982805,20231114,231.88,1,0,,,
NDSN,231.32,14-11-2023,14:27 EST,7.76001,227,231.9,226.675,62219,20231114,231.32,1,0,,,
ADP,230.38,14-11-2023,14:36 EST,4.029999,229.64,231.0133,228.775,579086,20231114,230.38,1,0,,,
TT,229.56,14-11-2023,14:36 EST,5.119995,228.21,229.93,226.49,488679,20231114,229.56,1,0,,,
MKTX,229.35,14-11-2023,14:35 EST,7.850006,226.37,231.2798,225.82,143055,20231114,229.35,1,0,,,
ETN,228.14,14-11-2023,14:36 EST,5.569992,225.11,228.51,224.17,976695,20231114,228.14,1,0,,,
UTHR,227.93,14-11-2023,14:36 EST,2.5899963,226.93,229.99,226.93,93948,20231114,227.93,1,0,,,
MTN,225.78,14-11-2023,14:36 EST,6.75,223.87,226.585,223.3117,141665,20231114,225.78,1,0,,,
BIIB,224.2,14-11-2023,14:36 EST,1.6100006,226.14,227.45,224.02,506047,20231114,224.2,1,0,,,
CMI,224.03,14-11-2023,14:35 EST,6.600006,220.74,224.31,220.13,567790,20231114,224.03,1,0,,,
AXON,222.665,14-11-2023,14:33 EST,4.0049896,221.36,223.57,220.51,312857,20231114,222.665,1,0,,,
WDFC,222.5,14-11-2023,14:30 EST,4.5899963,221.79,225.4,221.51,49248,20231114,222.5,1,0,,,
FCN,222.25,14-11-2023,14:33 EST,0.7100067,221.75,222.25,219.98,62136,20231114,222.25,1,0,,,
LPLA,221.475,14-11-2023,14:36 EST,-5.095001,223.01,225.515,218.93,570573,20231114,221.475,1,0,,,
MANH,220.725,14-11-2023,14:33 EST,6.705002,218.34,220.86,217.809,156778,20231114,220.725,1,0,,,
CRM,220.3899,14-11-2023,14:36 EST,5.109894,219,221.01,217.9803,2746026,20231114,220.3899,1,0,,,
WING,219.94,14-11-2023,14:36 EST,5.3399963,217.98,220.625,215.69,330326,20231114,219.94,1,0,,,
CB,219.2425,14-11-2023,14:36 EST,-2.7575073,220.25,221.11,216.7501,1531744,20231114,219.2425,1,0,,,
ABG,218.995,14-11-2023,14:19 EST,15.295,210.84,221.315,210,62491,20231114,218.995,1,0,,,
EME,218.4,14-11-2023,14:35 EST,6.899994,214.29,218.41,214.67,106944,20231114,218.4,1,0,,,
CDW,218.3475,14-11-2023,14:36 EST,6.3775024,214.75,218.48,214.75,273412,20231114,218.3475,1,0,,,
ADSK,217.22,14-11-2023,14:35 EST,7.119995,214.54,217.4,213.98,562792,20231114,217.22,1,0,,,
RKWBF,217,20-10-2023,11:22 EDT,0,217,217,217,100,20231114,217,1,0,,,
UNP,216.77,14-11-2023,14:36 EST,7.3700104,212.48,217.3,212.47,1476407,20231114,216.77,1,0,,,
VMC,216.01,14-11-2023,14:36 EST,5.519989,213.38,219.3,213.68,510049,20231114,216.01,1,0,,,
ANET,215.635,14-11-2023,14:36 EST,5.3549957,213.8,216.89,212.96,1007729,20231114,215.635,1,0,,,
ZBRA,214.71,14-11-2023,14:36 EST,12.100006,209,215.03,209,329985,20231114,214.71,1,0,,,
CW,214.65,14-11-2023,14:36 EST,1.2799988,213.95,216.545,213.97,80238,20231114,214.65,1,0,,,
DUOL,214.035,14-11-2023,14:36 EST,0.71499634,218,222.99,212.64,617576,20231114,214.035,1,0,,,
SGEN,214,14-11-2023,14:36 EST,0.80000305,214,214.5,213.14,588922,20231114,214,1,0,,,
PEN,212.45,14-11-2023,14:36 EST,3.649994,212.31,218.78,210.87,349827,20231114,212.45,1,0,,,
VMI,212.3,14-11-2023,14:30 EST,11.22,205.74,212.69,205.81,87565,20231114,212.3,1,0,,,
CRVL,211.44,14-11-2023,14:29 EST,9.580002,204.49,213.43,204.49,34765,20231114,211.44,1,0,,,
CME,210.44,14-11-2023,14:36 EST,-6.6399994,214.7,215.25,208.88,1914557,20231114,210.44,1,0,,,
RCBC,210,14-11-2023,09:52 EST,2.399994,210,210,210,100,20231114,210,1,0,,,
TFX,209.28,14-11-2023,14:31 EST,5.75999,207.88,212.855,204.13,135279,20231114,209.28,1,0,,,
