Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
EXSR,89,14-11-2023,09:32 EST,1,89,89,89,50,20231114,89,1,0,,,
EHMEF,89,14-11-2023,11:50 EST,-2,89,89,89,285,20231114,89,1,0,,,
APH,88.74,14-11-2023,14:36 EST,2.369995,87.51,88.88,87.03,1904430,20231114,88.74,1,0,,,
DEN,88.66,01-11-2023,16:01 EDT,-0.229996,89.46,89.99,88.58,11750132,20231114,88.66,1,0,,,
HAE,88.43,14-11-2023,14:35 EST,1.7600021,88.22,89.67,87.65,109237,20231114,88.43,1,0,,,
PHM,88.35,14-11-2023,14:36 EST,6.3099976,85.39,88.75,85.305,2034001,20231114,88.35,1,0,,,
SSLLF,88.34,10-11-2023,09:32 EST,0,88.34,88.34,88.34,100,20231114,88.34,1,0,,,
DLB,88.34,14-11-2023,14:36 EST,1.659996,87.5,88.83,87.29,207784,20231114,88.34,1,0,,,
APO,88.3,14-11-2023,14:36 EST,2.5800018,87.44,88.91,87,1763710,20231114,88.3,1,0,,,
NNI,88.01,14-11-2023,14:34 EST,2.1500015,87.61,88.05,87.28,18837,20231114,88.01,1,0,,,
SPXC,87.87,14-11-2023,14:29 EST,3.27,86.56,88.023,86.16,68725,20231114,87.87,1,0,,,
DOOR,87.68,14-11-2023,14:35 EST,5.0699997,85.72,88.55,84.975,90088,20231114,87.68,1,0,,,
CNXC,87.68,14-11-2023,14:36 EST,5.050003,85,88.135,84.95,117368,20231114,87.68,1,0,,,
BXC,87.645,14-11-2023,14:35 EST,7.544998,83.13,87.91,83.62,59445,20231114,87.645,1,0,,,
BANF,87.62,14-11-2023,14:33 EST,4.8600006,83.76,88.08,83.76,31416,20231114,87.62,1,0,,,
ROKU,87.595,14-11-2023,14:36 EST,3.625,87.6,88.78,86.82,5001180,20231114,87.595,1,0,,,
XPO,87.5364,14-11-2023,14:36 EST,2.6964035,86.55,88.04,86.08,707088,20231114,87.5364,1,0,,,
ICUI,87.26,14-11-2023,14:30 EST,5.2300034,85,88.575,84.3418,151907,20231114,87.26,1,0,,,
WYNN,87.21,14-11-2023,14:36 EST,2.6699982,85.8,88.39,85.8,2851505,20231114,87.21,1,0,,,
LNW,87.135,14-11-2023,14:34 EST,0.6549988,86,87.865,83.8921,608657,20231114,87.135,1,0,,,
RY,87.1199,14-11-2023,14:36 EST,2.4399033,85.82,87.15,85.73,830872,20231114,87.1199,1,0,,,
NEWR,86.99,07-11-2023,16:00 EST,0.0199966,86.98,87.01,86.97,3418501,20231114,86.99,1,0,,,
DY,86.64,14-11-2023,14:34 EST,3.4300003,85.52,86.94,85.63,128545,20231114,86.64,1,0,,,
FND,86.62,14-11-2023,14:36 EST,6.4500046,83.56,88.66,83.56,2332518,20231114,86.62,1,0,,,
SULZF,86.59,03-11-2023,09:54 EDT,0,86.59,86.59,86.59,250,20231114,86.59,1,0,,,
ACM,86.56,14-11-2023,14:36 EST,6.0899963,84.01,86.66,83.12,811748,20231114,86.56,1,0,,,
TRGP,86.55,14-11-2023,14:36 EST,1.6399994,85.76,86.77,85.575,613147,20231114,86.55,1,0,,,
ADUS,86.535,14-11-2023,14:31 EST,4.4850006,83.72,86.92,83.46,52458,20231114,86.535,1,0,,,
MHK,86.47,14-11-2023,14:36 EST,6.8600006,82.98,87.68,83.23,545474,20231114,86.47,1,0,,,
TTC,86.47,14-11-2023,14:36 EST,3.1100006,84.95,87.65,84.92,260270,20231114,86.47,1,0,,,
TOL,86.47,14-11-2023,14:36 EST,6.880005,82.87,86.65,83.03,1569006,20231114,86.47,1,0,,,
BFAM,86.435,14-11-2023,14:36 EST,3.3149948,85.28,88.28,85.34,254853,20231114,86.435,1,0,,,
USPH,86.43,14-11-2023,14:31 EST,4.11,84.64,86.98,83.91,28741,20231114,86.43,1,0,,,
AIN,86.3,14-11-2023,14:30 EST,3.86,84.42,86.345,83.83,46291,20231114,86.3,1,0,,,
POWL,86.19,14-11-2023,14:36 EST,4.0525055,84.21,86.33,82.75,90082,20231114,86.19,1,0,,,
HLAN,85.888,14-11-2023,12:43 EST,0.22799683,85.7,85.888,85.7,294,20231114,85.888,1,0,,,
DFS,85.62,14-11-2023,14:36 EST,1.8100052,85.94,86.42,84.67,1244262,20231114,85.62,1,0,,,
ACGL,85.585,14-11-2023,14:36 EST,-0.9850006,86.6,86.735,84.8404,924493,20231114,85.585,1,0,,,
POST,85.47,14-11-2023,14:36 EST,1.0200043,85.11,85.8375,85.0875,159385,20231114,85.47,1,0,,,
PJT,85.35,14-11-2023,14:33 EST,2.3199997,84.92,85.668,84.43,93556,20231114,85.35,1,0,,,
TYBT,85,10-08-2023,12:54 EDT,0,81.1,85,85,1198,20231114,85,1,0,,,
UTMD,84.91,14-11-2023,14:20 EST,3.4800034,84.5,85.6,82.99,7658,20231114,84.91,1,0,,,
SNEJF,84.84,14-11-2023,10:19 EST,1.4799957,84.84,84.84,84.84,1103,20231114,84.84,1,0,,,
NXGPF,84.75,18-10-2023,09:30 EDT,0,84.75,84.75,84.75,6,20231114,84.75,1,0,,,
BMRN,84.72,14-11-2023,14:36 EST,1.3300018,84.83,85.89,84.43,869067,20231114,84.72,1,0,,,
VDRFF,84.5,28-12-2022,15:23 EST,0,84.5,84.5,84.5,11,20231114,84.5,1,0,,,
LBRDA,84.42,14-11-2023,14:35 EST,2.4300003,83.7,85.22,83.7,61417,20231114,84.42,1,0,,,
NGRRF,84.41,14-11-2023,11:53 EST,3.5,83.5,84.56,82.15,380,20231114,84.41,1,0,,,
LBRDK,84.275,14-11-2023,14:36 EST,2.2850037,83.67,85.34,83.645,302094,20231114,84.275,1,0,,,
TNC,84.11,14-11-2023,14:36 EST,1.090004,85.08,85.38,83.955,159615,20231114,84.11,1,0,,,
OTIS,83.91,14-11-2023,14:36 EST,2.130005,83,84.06,82.43,1056172,20231114,83.91,1,0,,,
LOGI,83.9082,14-11-2023,14:36 EST,2.3282013,84.11,84.11,83.405,311201,20231114,83.9082,1,0,,,
BFC,83.68,14-11-2023,14:33 EST,2.0199966,82.25,85,82.25,21757,20231114,83.68,1,0,,,
AWI,83.62,14-11-2023,14:34 EST,3.4700012,82,83.62,82.05,190561,20231114,83.62,1,0,,,
CROX,83.53,14-11-2023,14:36 EST,6.260002,79.5,84.41,79.445,1129923,20231114,83.53,1,0,,,
CHRW,83.435,14-11-2023,14:36 EST,4.4649963,80,83.435,79.805,699231,20231114,83.435,1,0,,,
EEFT,83.35,14-11-2023,14:35 EST,3.5199966,82.13,84.465,82.13,122157,20231114,83.35,1,0,,,
PATK,83.105,14-11-2023,14:35 EST,4.8150024,80,83.47,78.7,67747,20231114,83.105,1,0,,,
CCK,83.01,14-11-2023,14:35 EST,2.8100052,81.48,83.415,80.92,316677,20231114,83.01,1,0,,,
WTFC,82.745,14-11-2023,14:36 EST,4.4449997,79.85,83.365,79.85,452012,20231114,82.745,1,0,,,
CSGP,82.52,14-11-2023,14:36 EST,3.9899979,80.71,82.81,80.435,964507,20231114,82.52,1,0,,,
CWST,82.215,14-11-2023,14:33 EST,3.5449982,80.03,82.215,80.03,137584,20231114,82.215,1,0,,,
SRPT,82,14-11-2023,14:36 EST,2.3300018,81.93,82.415,80.68,1132237,20231114,82,1,0,,,
AFL,81.9,14-11-2023,14:36 EST,0.8899994,81.5,81.94,81.065,1471200,20231114,81.9,1,0,,,
MTSI,81.765,14-11-2023,14:36 EST,3.4349976,80.04,83.08,79.83,587864,20231114,81.765,1,0,,,
CHK,81.57,14-11-2023,14:36 EST,1.5599976,80.15,81.87,80,522128,20231114,81.57,1,0,,,
OEZVF,81.4143,28-09-2023,12:24 EDT,0,81.4143,81.4143,81.4143,1,20231114,81.4143,1,0,,,
IMKTA,81.385,14-11-2023,14:36 EST,1.8150024,80.7,82,80.7,32947,20231114,81.385,1,0,,,
FRHC,81.3787,14-11-2023,14:19 EST,2.6087036,80.69,81.5092,79.4115,43878,20231114,81.3787,1,0,,,
WEC,81.28,14-11-2023,14:36 EST,1.9000015,81.04,82.09,80.72,786883,20231114,81.28,1,0,,,
MCHP,81.25,14-11-2023,14:36 EST,4.6299973,79.35,81.57,79.23,3386227,20231114,81.25,1,0,,,
PVH,81.19,14-11-2023,14:36 EST,4.9800034,78.57,82.22,78.96,439478,20231114,81.19,1,0,,,
VAC,81.03,14-11-2023,14:36 EST,5.010002,78.08,81.49,78.47,340095,20231114,81.03,1,0,,,
MSBC,81,14-11-2023,14:18 EST,0.25,81,81,81,3273,20231114,81,1,0,,,
RTX,80.965,14-11-2023,14:36 EST,-1.0650024,82.18,82.25,80.63,5883243,20231114,80.965,1,0,,,
BNTGF,80.93393,14-11-2023,12:22 EST,5.9339294,80.93393,80.93393,80.93393,1317,20231114,80.93393,1,0,,,
RHI,80.805,14-11-2023,14:36 EST,4.215004,77.82,80.9,77.44,586761,20231114,80.805,1,0,,,
AWR,80.79,14-11-2023,14:35 EST,3.550003,79.55,80.93,78.79,58452,20231114,80.79,1,0,,,
OLLI,80.74,14-11-2023,14:36 EST,1.5400009,80.62,81.46,80.01,457201,20231114,80.74,1,0,,,
BMO,80.69,14-11-2023,14:36 EST,2.6200027,79.74,80.735,79.475,542934,20231114,80.69,1,0,,,
CRMT,80.495,14-11-2023,14:36 EST,6.7750015,76.39,80.495,76.39,46025,20231114,80.495,1,0,,,
CF,80.325,14-11-2023,14:36 EST,0.875,79.57,80.86,79.355,903556,20231114,80.325,1,0,,,
WD,80.21,14-11-2023,14:36 EST,6.5899963,77.36,80.98,77.21,171814,20231114,80.21,1,0,,,
APTV,80.04,14-11-2023,14:36 EST,4.6100006,77.59,80.57,77.415,1738801,20231114,80.04,1,0,,,
GWYGU,80,07-06-2023,10:50 EDT,0,80,80,80,7,20231114,80,1,0,,,
KOGL,80,05-04-2023,10:14 EDT,0,80,80,80,100,20231114,80,1,0,,,
NPK,79.84,14-11-2023,13:59 EST,1.82999,78.37,79.935,78.63,6928,20231114,79.84,1,0,,,
DOX,79.76,14-11-2023,14:36 EST,0.34000397,80.2,80.26,79.32,639999,20231114,79.76,1,0,,,
DSGX,79.55,14-11-2023,14:36 EST,2.5300064,77.58,79.81,77.495,57314,20231114,79.55,1,0,,,
TRTN,79.55,27-09-2023,16:00 EDT,-3.39999,82.9,82.93,79.03,3761635,20231114,79.55,1,0,,,
IBKR,79.515,14-11-2023,14:36 EST,-2.0950012,82.22,82.22,79.12,1192188,20231114,79.515,1,0,,,
EMN,79.505,14-11-2023,14:36 EST,2.665001,78.44,80.25,78.26,384291,20231114,79.505,1,0,,,
PI,79.43,14-11-2023,14:36 EST,6.470001,76.26,80.21,75.835,363641,20231114,79.43,1,0,,,
GGG,79.31,14-11-2023,14:34 EST,2.2399979,78.48,79.38,78.255,209485,20231114,79.31,1,0,,,
ESAB,79.28,14-11-2023,14:30 EST,1.76,78.97,79.91,78.45,77676,20231114,79.28,1,0,,,
SCL,79.27,14-11-2023,14:34 EST,3.9199982,77.72,80,76.69,25870,20231114,79.27,1,0,,,
ENGH,79.25,14-11-2023,14:03 EST,-0.5,79,79.25,79,10000,20231114,79.25,1,0,,,
OTTR,79.11,14-11-2023,14:32 EST,2.4674988,79,79.8675,78.61,87119,20231114,79.11,1,0,,,
WNDLF,79.094,10-11-2023,10:25 EST,0,79.094,79.094,79.094,116,20231114,79.094,1,0,,,
HLBZF,79,14-11-2023,11:21 EST,6.3199997,79,79,79,200,20231114,79,1,0,,,
RTNTF,79,14-11-2023,12:59 EST,2.334999,79,79,79,437,20231114,79,1,0,,,
NEMTF,79,07-11-2023,13:24 EST,0,79,79,79,31,20231114,79,1,0,,,
GBLBF,79,14-11-2023,09:30 EST,3.6500015,79,79,79,560,20231114,79,1,0,,,
CBRE,78.965,14-11-2023,14:36 EST,5.6449966,76.32,80.03,75.1,1726827,20231114,78.965,1,0,,,
SIG,78.96,14-11-2023,14:36 EST,7.5199966,74,79.505,74.21,683767,20231114,78.96,1,0,,,
IRTC,78.93,14-11-2023,14:36 EST,3.5999985,78.42,81.01,78.41,170853,20231114,78.93,1,0,,,
NTAP,78.78,14-11-2023,14:36 EST,2.040001,77.74,78.825,77.35,573303,20231114,78.78,1,0,,,
JFWV,78.75,28-09-2023,14:40 EDT,0,78.75,78.75,78.75,11,20231114,78.75,1,0,,,
MS,78.725,14-11-2023,14:36 EST,3.6849976,76.68,78.765,76.68,7462084,20231114,78.725,1,0,,,
BECN,78.695,14-11-2023,14:36 EST,3.3949966,77.33,79.17,77.33,284877,20231114,78.695,1,0,,,
MMS,78.58,14-11-2023,14:33 EST,3.2200012,77.18,78.675,76.78,249578,20231114,78.58,1,0,,,
HCI,78.54,14-11-2023,14:30 EST,1.86,78.79,78.64,77.23,47607,20231114,78.54,1,0,,,
OMC,78.5,14-11-2023,14:36 EST,2.790001,76.74,78.5,76.59,495130,20231114,78.5,1,0,,,
BWXT,78.475,14-11-2023,14:34 EST,1.625,77.25,78.475,76.89,189072,20231114,78.475,1,0,,,
SEDG,78.25,14-11-2023,14:36 EST,6.6299973,75.9,81.035,75.89,3296213,20231114,78.25,1,0,,,
BYLB,78,18-10-2023,13:48 EDT,0,78,78,78,100,20231114,78,1,0,,,
CBT,77.81,14-11-2023,14:36 EST,3.7299957,75.4,78,75.365,150672,20231114,77.81,1,0,,,
SAFT,77.77,14-11-2023,14:35 EST,1.2199936,77.12,77.84,76.92,11616,20231114,77.77,1,0,,,
WH,77.73,14-11-2023,14:35 EST,1.5,77.34,78.22,76.92,428673,20231114,77.73,1,0,,,
EXPO,77.62,14-11-2023,14:36 EST,3.7300034,75.67,78.0626,75.2,89914,20231114,77.62,1,0,,,
ESTC,77.595,14-11-2023,14:36 EST,2.715004,76.74,77.95,76.34,398408,20231114,77.595,1,0,,,
COLM,77.42,14-11-2023,14:33 EST,2.369995,77.22,78.43,77.06,149237,20231114,77.42,1,0,,,
PGPEF,77.3,09-11-2023,11:08 EST,0,77.3,77.3,77.3,130,20231114,77.3,1,0,,,
TXT,77.29,14-11-2023,14:36 EST,1.2200012,76.84,77.65,76.76,778115,20231114,77.29,1,0,,,
MU,77.09,14-11-2023,14:36 EST,2.3099976,76,77.39,75.91,6999655,20231114,77.09,1,0,,,
BCO,77.05,14-11-2023,14:36 EST,3.4300003,75.7,77.24,75.4364,79913,20231114,77.05,1,0,,,
AEE,76.99,14-11-2023,14:36 EST,2.209999,76.33,77.89,76.3,832108,20231114,76.99,1,0,,,
AEP,76.98,14-11-2023,14:36 EST,1.9600067,76.75,77.99,76.62,2096829,20231114,76.98,1,0,,,
AMWD,76.83,14-11-2023,14:34 EST,5.6800003,73.64,77.22,73.64,52025,20231114,76.83,1,0,,,
KEX,76.65,14-11-2023,14:34 EST,0.58000183,76.94,77.88,76.03,165566,20231114,76.65,1,0,,,
CL,76.53,14-11-2023,14:36 EST,0.58000183,75.8,76.8467,75.71,1537534,20231114,76.53,1,0,,,
PFSI,76.505,14-11-2023,14:34 EST,5.024994,73.53,76.695,73.015,272273,20231114,76.505,1,0,,,
HKHHF,76.5,14-11-2023,09:42 EST,0,76.5,76.5,76.5,892,20231114,76.5,1,0,,,
SPB,76.48,14-11-2023,14:35 EST,0.8600006,76.56,76.97,76.167,274588,20231114,76.48,1,0,,,
FUL,76.34,14-11-2023,14:36 EST,4.0099945,74.2,76.61,73.2,170382,20231114,76.34,1,0,,,
NIC,76.24,14-11-2023,14:10 EST,2.7999954,74.05,77.51,72.86,125956,20231114,76.24,1,0,,,
WFG,76.2,14-11-2023,14:36 EST,3.8499985,73.75,76.67,73.78,112980,20231114,76.2,1,0,,,
KRYAF,76.09,10-11-2023,10:36 EST,0,76.09,76.09,76.09,70,20231114,76.09,1,0,,,
AOS,75.91,14-11-2023,14:36 EST,2.5300064,74.59,75.955,74.45,510463,20231114,75.91,1,0,,,
POWI,75.88,14-11-2023,14:36 EST,4.3099976,74.65,76,74.2,253383,20231114,75.88,1,0,,,
ASH,75.65,14-11-2023,14:36 EST,2.5,74.48,76.37,74.05,232655,20231114,75.65,1,0,,,
BC,75.38,14-11-2023,14:36 EST,5.0899963,72.87,75.69,72.95,362005,20231114,75.38,1,0,,,
MKSI,75.2,14-11-2023,14:36 EST,5.5899963,72.35,76.065,72.35,450467,20231114,75.2,1,0,,,
HUBG,75.02,14-11-2023,14:36 EST,3.6899948,73.11,75.41,73.02,157383,20231114,75.02,1,0,,,
GLAE,75.0001,13-11-2023,09:52 EST,0,75.0001,75.0001,75.0001,1,20231114,75.0001,1,0,,,
KGSPF,75,12-09-2023,15:22 EDT,0,73.75,75,75,3,20231114,75,1,0,,,
HIG,74.76,14-11-2023,14:36 EST,0.5200043,74.35,74.81,73.94,636834,20231114,74.76,1,0,,,
GILD,74.715,14-11-2023,14:36 EST,-0.21500397,75.32,75.7206,74.639,2627153,20231114,74.715,1,0,,,
DOOO,74.71,14-11-2023,14:34 EST,5.0499954,72.01,75.08,71.81,29673,20231114,74.71,1,0,,,
CRUS,74.57,14-11-2023,14:36 EST,2.409996,74,74.9328,73.74,188799,20231114,74.57,1,0,,,
SSB,74.54,14-11-2023,14:35 EST,5.6100006,71.56,75.17,71.56,461037,20231114,74.54,1,0,,,
ALC,74.53,14-11-2023,14:36 EST,2.4799957,74.48,75.23,73.64,1194341,20231114,74.53,1,0,,,
STX,74.45,14-11-2023,14:36 EST,1.9799957,73.5,74.65,73.2,1827350,20231114,74.45,1,0,,,
TSUSF,74.3,22-06-2023,12:37 EDT,0,74.3,74.3,74.3,100,20231114,74.3,1,0,,,
MAN,74.2,14-11-2023,14:35 EST,2.459999,73.29,74.92,72.97,153440,20231114,74.2,1,0,,,
DELL,74.195,14-11-2023,14:36 EST,0.42500305,74.435,74.435,73.325,3539820,20231114,74.195,1,0,,,
NHC,74.15,14-11-2023,14:15 EST,1.8800049,73.66,74.615,73.35,25421,20231114,74.15,1,0,,,
KDSKF,74,13-11-2023,13:26 EST,0,74,74,74,13,20231114,74,1,0,,,
ALTR,74,14-11-2023,14:35 EST,3.6500015,72,74.1,71.88,200677,20231114,74,1,0,,,
ADM,73.9889,14-11-2023,14:36 EST,1.3989029,73.04,74.45,73.055,1716109,20231114,73.9889,1,0,,,
MGEE,73.98,14-11-2023,14:34 EST,2.850006,72.26,74.1,72.24,37885,20231114,73.98,1,0,,,
SCCO,73.915,14-11-2023,14:36 EST,3.7350006,72.3,74.32,71.99,745712,20231114,73.915,1,0,,,
TKR,73.87,14-11-2023,14:36 EST,3.3300018,72.68,74.301,72.425,227444,20231114,73.87,1,0,,,
AKZOF,73.84895,14-11-2023,13:31 EST,3.5454102,73.84895,73.84895,73.84895,31101,20231114,73.84895,1,0,,,
BLKB,73.815,14-11-2023,14:36 EST,1.6850052,73.98,74.24,73.405,80299,20231114,73.815,1,0,,,
NTRS,73.8,14-11-2023,14:36 EST,2.8199997,72.28,74.7,72.28,809368,20231114,73.8,1,0,,,
ACA,73.64,14-11-2023,14:36 EST,3.3600006,72.31,73.82,72.09,159784,20231114,73.64,1,0,,,
MRCBF,73.62,08-11-2023,14:32 EST,0,73.62,73.62,73.62,2,20231114,73.62,1,0,,,
IFF,73.54,14-11-2023,14:36 EST,2.3099976,72.68,73.93,72.5,964922,20231114,73.54,1,0,,,
BRO,73.53,14-11-2023,14:36 EST,0.010002136,73.71,73.99,73.17,585176,20231114,73.53,1,0,,,
CCS,73.52,14-11-2023,14:36 EST,4.949997,72,74.1,71.825,286016,20231114,73.52,1,0,,,
MRNA,73.5,14-11-2023,14:36 EST,3.290001,73.62,74.75,73,2718513,20231114,73.5,1,0,,,
BVH,73.45,14-11-2023,14:36 EST,0.069999695,73.5,73.64,73.295,191293,20231114,73.45,1,0,,,
ACHC,73.4,14-11-2023,14:36 EST,0.5600052,73.31,74.29,73.3,253253,20231114,73.4,1,0,,,
GSHD,73.3,14-11-2023,14:36 EST,-1.4899979,76.72,76.72,72.2511,207421,20231114,73.3,1,0,,,
CNC,73.07,14-11-2023,14:36 EST,0.9300003,71.8,73.58,71.68,1808986,20231114,73.07,1,0,,,
MBLU,73.01,13-11-2023,12:43 EST,0.44000244,73.01,73.01,73.01,71,20231114,73.01,1,0,,,
EUXTF,73,07-11-2023,14:13 EST,0,73,73,73,1,20231114,73,1,0,,,
UAN,72.85,14-11-2023,14:34 EST,-0.8899994,73.61,75.37,72.79,53110,20231114,72.85,1,0,,,
MMSI,72.69,14-11-2023,14:31 EST,1.75,72.68,73.12,72.0103,66694,20231114,72.69,1,0,,,
DLMAF,72.51,13-11-2023,12:48 EST,0,72.5,72.51,72.51,39,20231114,72.51,1,0,,,
MDT,72.4524,14-11-2023,14:36 EST,0.37239838,72.37,73.34,72.1,3968715,20231114,72.4524,1,0,,,
BOOT,72.2,14-11-2023,14:36 EST,3.2199936,72.18,74.03,71.37,660827,20231114,72.2,1,0,,,
CTTAF,72.1999,14-11-2023,11:48 EST,2.7998962,74,74,72.1999,47,20231114,72.1999,1,0,,,
TMNSF,72.16,13-11-2023,13:40 EST,0,72.16,72.16,72.16,10,20231114,72.16,1,0,,,
CBRL,72.07,14-11-2023,14:36 EST,4.3399963,69.57,72.285,69.57,449775,20231114,72.07,1,0,,,
NRP,72,14-11-2023,14:31 EST,0.400002,74.98,73.06,70.0601,2829,20231114,72,1,0,,,
SRE,71.97,14-11-2023,14:36 EST,1.9500046,71.48,72.55,71.11,1777677,20231114,71.97,1,0,,,
HOLX,71.95,14-11-2023,14:36 EST,0.5499954,71.95,72.64,71.65,988125,20231114,71.95,1,0,,,
PNW,71.89,14-11-2023,14:36 EST,2.949997,70.31,71.99,70.16,623387,20231114,71.89,1,0,,,
BPOP,71.88,14-11-2023,14:36 EST,3.899994,69.82,72.44,69.235,232883,20231114,71.88,1,0,,,
UMBF,71.875,14-11-2023,14:35 EST,5.084999,69.65,72.66,69.65,121371,20231114,71.875,1,0,,,
BOKF,71.76,14-11-2023,14:33 EST,3.3899994,70.4,72.74,70.4,158419,20231114,71.76,1,0,,,
GEHC,71.7,14-11-2023,14:36 EST,1.6899948,71,72.23,70.6825,1447341,20231114,71.7,1,0,,,
PNFP,71.62,14-11-2023,14:35 EST,5.600006,69.15,72.225,69.15,350977,20231114,71.62,1,0,,,
CRI,71.54,14-11-2023,14:35 EST,2.6299973,70.65,73.45,70.665,320252,20231114,71.54,1,0,,,
PFG,71.54,14-11-2023,14:36 EST,2.300003,70.28,71.8,70.22,736183,20231114,71.54,1,0,,,
CVLT,71.51,14-11-2023,14:34 EST,1.0100021,71,71.64,70.72,137529,20231114,71.51,1,0,,,
VOYA,71.24,14-11-2023,14:36 EST,2.6299973,69.54,71.4,69.31,356666,20231114,71.24,1,0,,,
CP,71.13,14-11-2023,14:36 EST,1.659996,70.31,71.245,70.1,1985190,20231114,71.13,1,0,,,
DORM,71.03,14-11-2023,14:36 EST,4.1299973,69.17,71.24,68.63,59529,20231114,71.03,1,0,,,
FNXTF,70.76,13-07-2023,10:18 EDT,0,70.76,70.76,70.76,1,20231114,70.76,1,0,,,
CIVI,70.735,14-11-2023,14:35 EST,1.574997,69.83,71.165,69.4925,452321,20231114,70.735,1,0,,,
DD,70.6,14-11-2023,14:36 EST,2.0699997,69.47,70.77,69.55,1492902,20231114,70.6,1,0,,,
STN,70.585,14-11-2023,14:35 EST,0.32499695,70.78,72,70.21,108284,20231114,70.585,1,0,,,
OKTA,70.3,14-11-2023,14:35 EST,2.0699997,70.25,71.5099,70.05,1169718,20231114,70.3,1,0,,,
NVEC,70.28,14-11-2023,14:33 EST,1.8699951,70.49,70.64,68.88,51771,20231114,70.28,1,0,,,
QSR,70.15,14-11-2023,14:36 EST,1.5699997,69.07,70.27,69.07,696841,20231114,70.15,1,0,,,
NEN,70,14-11-2023,14:08 EST,0.75,69.5,70.75,68.25,1078,20231114,70,1,0,,,
ASCN,70,20-10-2023,11:53 EDT,0,70,70,70,100,20231114,70,1,0,,,
UCBJF,70,13-11-2023,09:37 EST,0,70,70,70,142,20231114,70,1,0,,,
CRS,69.92,14-11-2023,14:35 EST,1.5099945,70.13,71.3044,69.08,268353,20231114,69.92,1,0,,,
IR,69.92,14-11-2023,14:36 EST,1.0599976,69.77,70.115,69.32,1295794,20231114,69.92,1,0,,,
MDLZ,69.82,14-11-2023,14:36 EST,0.51999664,69.84,70.23,69.62,3856132,20231114,69.82,1,0,,,
BJ,69.72,14-11-2023,14:36 EST,0.8499985,69.41,70.455,69.15,718224,20231114,69.72,1,0,,,
TFIN,69.6625,14-11-2023,14:34 EST,4.6224976,67.54,70.2,67.54,92442,20231114,69.6625,1,0,,,
VAL,69.66,14-11-2023,14:36 EST,0.47000122,70.37,70.92,68.51,423356,20231114,69.66,1,0,,,
ERMAF,69.63,13-11-2023,09:30 EST,0,69.63,69.63,69.63,292,20231114,69.63,1,0,,,
ROCK,69.49,14-11-2023,14:27 EST,3.449997,68.52,69.63,68.24,73535,20231114,69.49,1,0,,,
ON,69.47,14-11-2023,14:36 EST,2.8199997,69.35,70.6869,69.08,5117126,20231114,69.47,1,0,,,
STT,69.34,14-11-2023,14:36 EST,2.2899933,68.22,69.76,67.995,884395,20231114,69.34,1,0,,,
ANF,69.265,14-11-2023,14:36 EST,2.875,68.2,69.86,67.985,864365,20231114,69.265,1,0,,,
MMP,69,22-09-2023,16:01 EDT,0.459999,69.44,69.89,68.8,31030562,20231114,69,1,0,,,
FRPT,68.94,14-11-2023,14:36 EST,1.5100021,68.75,70.3,68.73,231810,20231114,68.94,1,0,,,
